id,review_date,product_type,product_name,review_text
229,2025-01-02,magic carpet,UberCarpet X,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. This is a second hand magic carpet called 'UberCarpet X'. Came with some notes scribbled in the margins that were actually very helpful."
230,2022-03-01,truth serum,Spill It Drops,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  This is a second hand truth serum called 'Spill It Drops'. You can still feel a bit of the previous owner's energy in the item."
231,2021-10-31,talking sword,Drama Saber,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Drama Saber'. Came with some notes scribbled in the margins that were actually very helpful."
232,2021-08-28,wish coin,Regret Nickel,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Regret Nickel'. Seller included a warning note that I really should have taken more seriously."
233,2021-03-11,dragon egg,Suspicious Rock,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. Clearly had a long life before me, but it still has plenty of magic left."
234,2021-07-06,cursed doll,Grandma's Knitter,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Grandma's Knitter'. Seller included a warning note that I really should have taken more seriously."
235,2022-04-12,summoning candle,Midnight Hotline,"Not as described, but still kind of useful. Just do not use it during a full moon or job interview.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'Midnight Hotline'. You can still feel a bit of the previous owner's energy in the item."
236,2024-04-11,wish coin,Forked Fate Token,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Forked Fate Token'. You can still feel a bit of the previous owner's energy in the item."
237,2021-03-20,truth serum,Honesty Shot,I only meant to impress my date. Accidentally became regional hero. Not complaining.  This is a second hand truth serum called 'Honesty Shot'. Came with some notes scribbled in the margins that were actually very helpful.
238,2023-07-20,summoning candle,DemonLite,"Not as described, but still kind of useful. Just do not use it during a full moon or job interview.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'DemonLite'. You can still feel a bit of the previous owner's energy in the item."
239,2025-09-19,love potion,Swipe Right Serum,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Ex keeps trying to borrow it, which feels like a red flag. Used it on a dating app meetup and things escalated into a royal engagement. This is a second hand love potion called 'Swipe Right Serum'. Came with some notes scribbled in the margins that were actually very helpful."
240,2024-04-07,talking sword,Chatterblade,"Had to recalibrate the runes, but after that it works mostly as advertised.  Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Chatterblade'. You can still feel a bit of the previous owner's energy in the item."
241,2023-05-12,necromancer's grimoire,Raise And Shine Handbook,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. Clearly had a long life before me, but it still has plenty of magic left."
242,2021-03-11,haunted ring,Ex Engagement Band,"Functionally fine, just very unpredictable. Use only if your insurance covers magical incidents.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Came with some notes scribbled in the margins that were actually very helpful."
243,2025-08-10,magic carpet,Patchwork Glider,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Patchwork Glider'. You can still feel a bit of the previous owner's energy in the item."
244,2021-03-08,cursed doll,Porcelain Trouble,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Porcelain Trouble'. You can still feel a bit of the previous owner's energy in the item.
245,2021-11-05,necromancer's grimoire,Raise And Shine Handbook,Listing said 'lightly cursed' but I am now on my third exorcist this week.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. Came with some notes scribbled in the margins that were actually very helpful.
246,2024-10-28,magic carpet,Secondhand SkyMat,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Secondhand SkyMat'. Clearly had a long life before me, but it still has plenty of magic left."
